GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Gradoop Flink,org.gradoop.flink.algorithms.gelly.randomjump.functions,LongIdWithEdgeToTupleJoin,0,26,0,0,0,7,0,2,0,2
Gradoop Flink,org.gradoop.flink.algorithms.gelly.randomjump.functions,LongIdTupleToGellyEdgeWithLongValueJoin,0,26,0,0,0,7,0,2,0,2
Gradoop Flink,org.gradoop.flink.model.impl.operators.keyedgrouping.keys,PropertyKeyFunction,14,39,1,3,1,10,1,6,0,5
Gradoop Flink,org.gradoop.flink.model.impl.operators.keyedgrouping.keys,CompositeKeyFunction,33,92,2,8,3,16,2,7,0,4
Gradoop Flink,org.gradoop.flink.model.impl.operators.keyedgrouping.keys,ConstantKeyFunction,2,7,0,0,1,3,1,3,1,3
Gradoop Flink,org.gradoop.flink.model.impl.operators.keyedgrouping.keys,CompositeKeyFunctionWithDefaultValues,0,29,0,2,0,6,0,3,0,2
Gradoop Flink,org.gradoop.flink.model.impl.operators.keyedgrouping.keys,LabelKeyFunction,0,15,0,0,0,6,0,5,0,5
Gradoop Flink,org.gradoop.flink.io.impl.tlf,TLFDataSource,15,157,5,13,1,37,6,10,1,6
Gradoop Flink,org.gradoop.flink.io.impl.tlf,TLFBase,10,63,2,6,2,20,2,13,0,11
Gradoop Flink,org.gradoop.flink.io.impl.tlf,TLFConstants,3,0,0,0,1,0,1,0,1,0
Gradoop Flink,org.gradoop.flink.io.impl.tlf,TLFDataSink,33,139,4,12,10,41,7,7,3,3
Gradoop Flink,org.gradoop.flink.io.impl.graph.functions,UpdateEdge,0,14,0,0,0,3,0,2,0,2
Gradoop Flink,org.gradoop.flink.io.impl.graph.functions,InitElement,0,32,0,4,0,9,0,5,0,3
Gradoop Flink,org.gradoop.flink.io.impl.graph.functions,InitVertex,0,66,0,0,0,13,0,3,0,3
Gradoop Flink,org.gradoop.flink.io.impl.graph.functions,InitEdge,0,60,0,0,0,11,0,3,0,3
Gradoop Flink,org.gradoop.flink.io.api.metadata.functions,ElementToPropertyMetaData,14,76,1,9,1,17,1,6,0,2
Gradoop Flink,org.gradoop.flink.io.api.metadata.functions,ReducePropertyMetaData,0,39,0,0,0,7,0,2,0,2
Gradoop Flink,org.gradoop.flink.model.impl.operators.matching.single.cypher.planning.queryplan.unary,FilterEmbeddingsNode,0,48,0,0,0,10,0,5,0,5
Gradoop Flink,org.gradoop.flink.model.impl.operators.matching.single.cypher.planning.queryplan.unary,ProjectEmbeddingsNode,20,123,1,1,3,21,2,7,1,7
Gradoop Flink,org.gradoop.flink.model.impl.operators.layouting,FusingFRLayouter,223,163,12,7,29,26,15,7,4,7
Gradoop Flink,org.gradoop.flink.model.impl.operators.layouting,FRLayouter,121,416,17,7,23,75,18,15,6,15
Gradoop Flink,org.gradoop.flink.model.impl.operators.layouting,CombiLayouter,234,0,30,0,51,0,26,0,11,0
Gradoop Flink,org.gradoop.flink.model.impl.operators.layouting,FusingFRLayouter.OutputFormat,0,44,0,0,0,5,0,1,0,1
Gradoop Flink,org.gradoop.flink.model.impl.operators.layouting,RandomLayouter,38,66,1,1,3,13,4,3,3,3
Gradoop Flink,org.gradoop.flink.model.impl.operators.layouting,CentroidFRLayouter,38,224,1,1,2,33,2,18,1,18
Gradoop Flink,org.gradoop.flink.model.impl.operators.layouting,FusingFRLayouter.new Object() {...},4,29,0,0,0,1,0,1,0,1
Gradoop Flink,org.gradoop.flink.model.impl.operators.layouting,FRLayouter.new TypeHint() {...},0,6,0,0,0,1,0,1,0,1
Gradoop Flink,org.gradoop.flink.model.impl.operators.layouting,SamplingFRLayouter,52,201,2,4,4,53,3,5,1,4
Gradoop Flink,org.gradoop.flink.model.api.functions,VertexAggregateFunction,0,4,0,0,0,2,0,2,0,2
Gradoop Flink,org.gradoop.flink.model.api.functions,TransformationFunction,4,0,0,0,1,0,2,0,2,0
Gradoop Flink,org.gradoop.flink.model.api.functions,KeyFunction,0,1,0,0,0,1,0,1,0,1
Gradoop Flink,org.gradoop.flink.model.api.functions,EdgeAggregateFunction,0,4,0,0,0,2,0,2,0,2
Gradoop Flink,org.gradoop.flink.model.api.functions,AggregateFunction,0,13,0,0,0,5,0,4,0,4
Gradoop Flink,org.gradoop.flink.io.impl.csv.indexed.functions,MultipleFileOutputFormat,77,122,9,7,11,33,7,10,1,8
Gradoop Flink,org.gradoop.flink.io.impl.csv.indexed.functions,IndexedCSVFileFormat,30,72,3,5,9,17,6,5,3,4
Gradoop Flink,org.gradoop.flink.algorithms.gelly.shortestpaths.functions,SingleSourceShortestPathsAttribute,0,14,0,0,0,5,0,2,0,2
Gradoop Flink,org.gradoop.flink.algorithms.gelly.connectedcomponents,ValueWeaklyConnectedComponents,0,84,0,0,0,18,0,3,0,3
Gradoop Flink,org.gradoop.flink.algorithms.gelly.connectedcomponents,AnnotateWeaklyConnectedComponents,0,117,0,2,0,26,0,4,0,3
Gradoop Flink,org.gradoop.flink.algorithms.gelly.connectedcomponents,WeaklyConnectedComponentsAsCollection,5,24,0,0,2,6,1,2,1,2
Gradoop Flink,org.gradoop.flink.model.impl.operators.transformation.functions,TransformBase,0,17,0,0,0,4,0,2,0,2
Gradoop Flink,org.gradoop.flink.model.impl.operators.transformation.functions,TransformVertex,0,18,0,0,0,5,0,2,0,2
Gradoop Flink,org.gradoop.flink.model.impl.operators.transformation.functions,TransformGraphHead,0,16,0,0,0,4,0,2,0,2
Gradoop Flink,org.gradoop.flink.model.impl.operators.transformation.functions,TransformGraphTransaction,5,117,3,9,1,30,3,7,0,4
Gradoop Flink,org.gradoop.flink.model.impl.operators.transformation.functions,TransformEdge,0,22,0,0,0,8,0,2,0,2
Gradoop Flink,org.gradoop.flink.model.api.epgm,BaseGraphCollection,0,93,0,0,0,20,0,4,0,4
Gradoop Flink,org.gradoop.flink.model.api.epgm,BaseGraph,28,0,0,0,6,0,1,0,1,0
Gradoop Flink,org.gradoop.flink.model.api.epgm,BaseGraphOperators,45,302,3,3,6,43,9,28,6,28
Gradoop Flink,org.gradoop.flink.model.api.epgm,BaseGraphCollectionOperators,10,172,0,0,2,21,2,21,2,21
Gradoop Flink,org.gradoop.flink.model.impl.operators.overlap,OverlapBase,0,21,0,0,0,7,0,3,0,3
Gradoop Flink,org.gradoop.flink.model.impl.operators.overlap,ReduceOverlap,0,26,0,0,0,6,0,2,0,2
Gradoop Flink,org.gradoop.flink.model.impl.operators.overlap,Overlap,0,45,0,0,0,12,0,2,0,2
Gradoop Flink,org.gradoop.flink.io.impl.csv.indexed,IndexedCSVDataSource,0,213,0,0,0,33,0,16,0,16
Gradoop Flink,org.gradoop.flink.io.impl.csv.indexed,IndexedCSVDataSink,23,148,5,7,6,35,7,6,3,4
Gradoop Flink,org.gradoop.flink.algorithms.fsm.dimspan.functions.conversion,EPGMGraphTransactionToLabeledGraph,0,67,0,4,0,14,0,4,0,2
Gradoop Flink,org.gradoop.flink.algorithms.fsm.dimspan.functions.conversion,DFSCodeToEPGMGraphTransaction,1,223,2,8,0,40,2,6,0,3
Gradoop Flink,org.gradoop.flink.model.impl.operators.layouting.util,LGraph,4,62,0,0,2,13,1,12,1,12
Gradoop Flink,org.gradoop.flink.model.impl.operators.layouting.util,Centroid,8,28,0,0,4,9,2,6,2,6
Gradoop Flink,org.gradoop.flink.model.impl.operators.layouting.util,LVertex,24,122,0,4,4,29,2,19,2,17
Gradoop Flink,org.gradoop.flink.model.impl.operators.layouting.util,Force,4,36,0,0,2,12,1,7,1,7
Gradoop Flink,org.gradoop.flink.model.impl.operators.layouting.util,Vector,31,564,3,15,7,107,5,40,2,34
Gradoop Flink,org.gradoop.flink.model.impl.operators.layouting.util,LEdge,64,31,3,1,23,6,13,3,11,3
Gradoop Flink,org.gradoop.flink.model.impl.operators.matching.common.matching,ElementMatcher,3,107,1,21,1,29,2,13,1,3
Gradoop Flink,org.gradoop.flink.model.impl.operators.count.functions,Tuple2FromTupleWithObjectAnd1L,0,21,0,0,0,6,0,2,0,2
Gradoop Flink,org.gradoop.flink.model.impl.operators.count.functions,Tuple1With1L,2,12,0,0,1,3,1,3,1,3
Gradoop Flink,org.gradoop.flink.model.impl.operators.count.functions,Tuple2WithObjectAnd1L,0,20,0,0,0,6,0,2,0,2
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf.functions,ElementToProtobufObject,0,86,0,8,0,20,0,9,0,5
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf.functions,ProtobufObjectToElement,2,56,1,3,0,13,1,5,0,4
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf.functions,EdgeToProtobufObject,0,36,0,0,0,9,0,3,0,3
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf.functions,ProtobufObjectToVertex,0,33,0,0,0,8,0,2,0,2
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf.functions,ProtobufObjectToGraphHead,0,27,0,0,0,7,0,2,0,2
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf.functions,GraphHeadToProtobufObject,0,21,0,0,0,6,0,3,0,3
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf.functions,VertexToProtobufObject,0,26,0,0,0,7,0,3,0,3
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf.functions,ProtobufObjectToEdge,0,45,0,0,0,10,0,2,0,2
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,EPGMProto.Edge.Builder,390,537,60,36,100,148,71,40,27,36
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,ParquetProtobufBase,4,139,2,2,0,30,2,7,0,7
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,EPGMProto.Vertex.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,EPGMProto.Vertex.PropertiesDefaultEntryHolder,0,8,0,0,0,3,0,1,0,1
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,EPGMProto.GraphHead.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,EPGMProto.Edge.PropertiesDefaultEntryHolder,0,8,0,0,0,3,0,1,0,1
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,EPGMProto.GraphHead.Builder,280,313,42,22,71,92,50,29,21,26
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,EPGMProto.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},0,8,0,0,0,3,0,2,0,2
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,ParquetProtobufDataSource,16,51,0,0,5,13,1,2,1,2
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,EPGMProto.GraphHead,429,308,72,27,103,87,71,24,28,16
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,EPGMProto.Vertex.Builder,336,415,48,28,86,118,59,34,25,30
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,EPGMProto.Edge,566,499,112,44,128,127,98,34,30,21
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,EPGMProto.Vertex,468,393,79,35,110,103,77,29,30,17
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,ParquetProtobufDataSink,19,48,0,0,6,12,3,2,3,2
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,EPGMProto,4,177,0,0,3,21,2,2,2,2
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,EPGMProto.GraphHead.PropertiesDefaultEntryHolder,0,8,0,0,0,3,0,1,0,1
Gradoop Flink,org.gradoop.flink.io.impl.parquet.protobuf,EPGMProto.Edge.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
Gradoop Flink,org.gradoop.flink.model.impl.operators.tostring.tuples,GraphHeadString,0,24,0,0,0,10,0,5,0,5
Gradoop Flink,org.gradoop.flink.model.impl.operators.tostring.tuples,VertexString,0,27,0,0,0,11,0,5,0,5
Gradoop Flink,org.gradoop.flink.model.impl.operators.tostring.tuples,EdgeString,0,68,0,0,0,26,0,13,0,13
Gradoop Flink,org.gradoop.flink.model.impl.tuples,WithCount,0,32,0,0,0,12,0,7,0,7
Gradoop Flink,org.gradoop.flink.model.impl.tuples,IdWithLabel,9,15,0,0,3,7,2,4,2,4
Gradoop Flink,org.gradoop.flink.model.impl.tuples,IdWithIdSet,4,15,0,0,1,6,1,4,1,4
Gradoop Flink,org.gradoop.flink.model.impl.operators.keyedgrouping,KeyedGroupingUtils,14,243,2,26,2,53,2,21,0,9
Gradoop Flink,org.gradoop.flink.model.impl.operators.keyedgrouping,KeyedGrouping,16,200,5,5,3,43,6,4,1,4
Gradoop Flink,org.gradoop.flink.model.impl.operators.keyedgrouping,GroupingKeys,10,13,0,0,2,3,2,3,2,3
Gradoop Flink,org.gradoop.flink.algorithms.gelly.hits,HITS,44,59,0,0,10,11,2,2,2,2
Gradoop Flink,org.gradoop.flink.model.api.operators,Operator,4,0,0,0,1,0,1,0,1,0
Gradoop Flink,org.gradoop.flink.model.api.operators,ApplicableUnaryBaseGraphToBaseGraphOperator,0,11,0,2,0,3,0,2,0,1
Gradoop Flink,org.gradoop.flink.io.impl.image.functions,ToCoordsTuple,0,41,0,0,0,10,0,2,0,2
Gradoop Flink,org.gradoop.flink.io.impl.image.functions,VertexScaleMap,45,0,0,0,11,0,2,0,2,0
Gradoop Flink,org.gradoop.flink.io.impl.image.functions,TargetCoordinateJoin,0,17,0,0,0,7,0,2,0,2
Gradoop Flink,org.gradoop.flink.io.impl.image.functions,VertexZoomMap,6,134,1,1,0,26,1,3,0,3
Gradoop Flink,org.gradoop.flink.io.impl.image.functions,SourceCoordinateJoin,0,17,0,0,0,7,0,2,0,2
Gradoop Flink,org.gradoop.flink.algorithms.gelly.labelpropagation.functions,LPMessageFunction,0,8,0,0,0,3,0,2,0,2
Gradoop Flink,org.gradoop.flink.algorithms.gelly.labelpropagation.functions,LPVertexJoin,0,15,0,0,0,5,0,2,0,2
Gradoop Flink,org.gradoop.flink.algorithms.gelly.labelpropagation.functions,LPUpdateFunction,11,82,4,8,5,23,3,7,0,4
